Problem,Error Type,Correct Answer,Incorrect Answer
"John has 21 boxes, and each box contains 169 chocolates. How many chocolates does he have in total?",Multiplication Error,3549,3550
"There are 98 apples. If you add 141 more apples, how many apples do you have?",Addition Error,239,315
"John has 53 boxes, and each box contains 68 chocolates. How many chocolates does he have in total?",Multiplication Error,3604,3611
"There are 21 balloons. If 141 balloons pop, how many balloons are left?",Subtraction Error,-120,-91
"There are 124 cookies, and they need to be divided equally among 147 friends. How many cookies does each friend get?",Division Error,0.843537414965986,1.02159373410802
"John has 135 boxes, and each box contains 73 chocolates. How many chocolates does he have in total?",Multiplication Error,9855,9860
"John has 8 boxes, and each box contains 50 chocolates. How many chocolates does he have in total?",Multiplication Error,400,405
"There are 49 apples. If you add 176 more apples, how many apples do you have?",Addition Error,225,283
"John has 159 boxes, and each box contains 65 chocolates. How many chocolates does he have in total?",Multiplication Error,10335,10338
"There are 77 cookies, and they need to be divided equally among 106 friends. How many cookies does each friend get?",Division Error,0.726415094339623,0.863429090698054
"John has 52 boxes, and each box contains 12 chocolates. How many chocolates does he have in total?",Multiplication Error,624,629
"There are 176 apples. If you add 115 more apples, how many apples do you have?",Addition Error,291,351
"There are 141 apples. If you add 156 more apples, how many apples do you have?",Addition Error,297,363
"There are 70 balloons. If 176 balloons pop, how many balloons are left?",Subtraction Error,-106,-93
"John has 37 boxes, and each box contains 86 chocolates. How many chocolates does he have in total?",Multiplication Error,3182,3191
"There are 189 apples. If you add 157 more apples, how many apples do you have?",Addition Error,346,363
"There are 97 cookies, and they need to be divided equally among 152 friends. How many cookies does each friend get?",Division Error,0.638157894736842,0.980071272478007
"There are 7 cookies, and they need to be divided equally among 28 friends. How many cookies does each friend get?",Division Error,0.25,0.678823415978017
"John has 129 boxes, and each box contains 13 chocolates. How many chocolates does he have in total?",Multiplication Error,1677,1681
"There are 51 balloons. If 51 balloons pop, how many balloons are left?",Subtraction Error,0,17
"John has 24 boxes, and each box contains 76 chocolates. How many chocolates does he have in total?",Multiplication Error,1824,1831
"There are 126 apples. If you add 18 more apples, how many apples do you have?",Addition Error,144,204
"John has 40 boxes, and each box contains 97 chocolates. How many chocolates does he have in total?",Multiplication Error,3880,3889
"There are 176 apples. If you add 37 more apples, how many apples do you have?",Addition Error,213,302
"There are 17 apples. If you add 156 more apples, how many apples do you have?",Addition Error,173,234
"There are 164 balloons. If 185 balloons pop, how many balloons are left?",Subtraction Error,-21,72
"There are 106 apples. If you add 42 more apples, how many apples do you have?",Addition Error,148,207
"John has 73 boxes, and each box contains 107 chocolates. How many chocolates does he have in total?",Multiplication Error,7811,7813
"There are 133 apples. If you add 140 more apples, how many apples do you have?",Addition Error,273,287
"There are 187 balloons. If 117 balloons pop, how many balloons are left?",Subtraction Error,70,140
"There are 73 apples. If you add 96 more apples, how many apples do you have?",Addition Error,169,224
"There are 151 cookies, and they need to be divided equally among 66 friends. How many cookies does each friend get?",Division Error,2.28787878787879,3.08386451692104
"John has 145 boxes, and each box contains 103 chocolates. How many chocolates does he have in total?",Multiplication Error,14935,14939
"There are 44 cookies, and they need to be divided equally among 31 friends. How many cookies does each friend get?",Division Error,1.41935483870968,1.83258024336726
"There are 86 apples. If you add 58 more apples, how many apples do you have?",Addition Error,144,177
"There are 134 apples. If you add 124 more apples, how many apples do you have?",Addition Error,258,316
"There are 151 cookies, and they need to be divided equally among 6 friends. How many cookies does each friend get?",Division Error,25.1666666666667,25.469432009242
"There are 186 apples. If you add 38 more apples, how many apples do you have?",Addition Error,224,242
"John has 54 boxes, and each box contains 131 chocolates. How many chocolates does he have in total?",Multiplication Error,7074,7077
"John has 131 boxes, and each box contains 100 chocolates. How many chocolates does he have in total?",Multiplication Error,13100,13109
"There are 65 balloons. If 67 balloons pop, how many balloons are left?",Subtraction Error,-2,28
"There are 80 apples. If you add 114 more apples, how many apples do you have?",Addition Error,194,237
"There are 58 balloons. If 193 balloons pop, how many balloons are left?",Subtraction Error,-135,-50
"There are 75 apples. If you add 76 more apples, how many apples do you have?",Addition Error,151,250
"There are 16 apples. If you add 66 more apples, how many apples do you have?",Addition Error,82,86
"John has 66 boxes, and each box contains 19 chocolates. How many chocolates does he have in total?",Multiplication Error,1254,1258
"John has 10 boxes, and each box contains 199 chocolates. How many chocolates does he have in total?",Multiplication Error,1990,1996
"There are 34 apples. If you add 55 more apples, how many apples do you have?",Addition Error,89,97
"There are 139 balloons. If 65 balloons pop, how many balloons are left?",Subtraction Error,74,115
"There are 95 balloons. If 28 balloons pop, how many balloons are left?",Subtraction Error,67,139
"John has 166 boxes, and each box contains 169 chocolates. How many chocolates does he have in total?",Multiplication Error,28054,28061
"There are 136 apples. If you add 38 more apples, how many apples do you have?",Addition Error,174,249
"John has 48 boxes, and each box contains 100 chocolates. How many chocolates does he have in total?",Multiplication Error,4800,4810
"There are 96 apples. If you add 125 more apples, how many apples do you have?",Addition Error,221,270
"There are 171 balloons. If 140 balloons pop, how many balloons are left?",Subtraction Error,31,79
"There are 159 apples. If you add 147 more apples, how many apples do you have?",Addition Error,306,334
"John has 25 boxes, and each box contains 119 chocolates. How many chocolates does he have in total?",Multiplication Error,2975,2982
"There are 41 balloons. If 114 balloons pop, how many balloons are left?",Subtraction Error,-73,2
"There are 82 balloons. If 47 balloons pop, how many balloons are left?",Subtraction Error,35,89
"There are 171 apples. If you add 108 more apples, how many apples do you have?",Addition Error,279,370
"There are 7 balloons. If 151 balloons pop, how many balloons are left?",Subtraction Error,-144,-102
"There are 186 apples. If you add 64 more apples, how many apples do you have?",Addition Error,250,264
"There are 162 balloons. If 98 balloons pop, how many balloons are left?",Subtraction Error,64,120
"There are 66 cookies, and they need to be divided equally among 139 friends. How many cookies does each friend get?",Division Error,0.474820143884892,0.783924295969711
"There are 195 apples. If you add 115 more apples, how many apples do you have?",Addition Error,310,317
"There are 172 apples. If you add 116 more apples, how many apples do you have?",Addition Error,288,334
"John has 77 boxes, and each box contains 127 chocolates. How many chocolates does he have in total?",Multiplication Error,9779,9781
"John has 27 boxes, and each box contains 153 chocolates. How many chocolates does he have in total?",Multiplication Error,4131,4138
"There are 93 balloons. If 24 balloons pop, how many balloons are left?",Subtraction Error,69,115
"John has 174 boxes, and each box contains 199 chocolates. How many chocolates does he have in total?",Multiplication Error,34626,34628
"John has 131 boxes, and each box contains 160 chocolates. How many chocolates does he have in total?",Multiplication Error,20960,20967
"There are 183 apples. If you add 119 more apples, how many apples do you have?",Addition Error,302,374
"There are 76 apples. If you add 71 more apples, how many apples do you have?",Addition Error,147,161
"There are 152 apples. If you add 165 more apples, how many apples do you have?",Addition Error,317,358
"There are 169 balloons. If 134 balloons pop, how many balloons are left?",Subtraction Error,35,91
"There are 180 balloons. If 150 balloons pop, how many balloons are left?",Subtraction Error,30,70
"There are 67 apples. If you add 154 more apples, how many apples do you have?",Addition Error,221,314
"John has 84 boxes, and each box contains 11 chocolates. How many chocolates does he have in total?",Multiplication Error,924,930
"There are 124 balloons. If 49 balloons pop, how many balloons are left?",Subtraction Error,75,105
"There are 147 cookies, and they need to be divided equally among 131 friends. How many cookies does each friend get?",Division Error,1.12213740458015,1.32452185546534
"There are 165 apples. If you add 60 more apples, how many apples do you have?",Addition Error,225,235
"John has 4 boxes, and each box contains 162 chocolates. How many chocolates does he have in total?",Multiplication Error,648,650
"There are 83 apples. If you add 83 more apples, how many apples do you have?",Addition Error,166,205
"There are 102 apples. If you add 144 more apples, how many apples do you have?",Addition Error,246,317
"There are 166 balloons. If 129 balloons pop, how many balloons are left?",Subtraction Error,37,118
"There are 178 cookies, and they need to be divided equally among 119 friends. How many cookies does each friend get?",Division Error,1.49579831932773,1.84386407988579
"There are 155 balloons. If 54 balloons pop, how many balloons are left?",Subtraction Error,101,188
"There are 145 apples. If you add 14 more apples, how many apples do you have?",Addition Error,159,230
"There are 116 cookies, and they need to be divided equally among 1 friends. How many cookies does each friend get?",Division Error,116,116.501530668849
"There are 4 cookies, and they need to be divided equally among 12 friends. How many cookies does each friend get?",Division Error,0.333333333333333,0.74347487444748
"There are 13 apples. If you add 176 more apples, how many apples do you have?",Addition Error,189,199
"There are 134 balloons. If 99 balloons pop, how many balloons are left?",Subtraction Error,35,57
"John has 56 boxes, and each box contains 125 chocolates. How many chocolates does he have in total?",Multiplication Error,7000,7001
"John has 151 boxes, and each box contains 34 chocolates. How many chocolates does he have in total?",Multiplication Error,5134,5139
"There are 22 cookies, and they need to be divided equally among 125 friends. How many cookies does each friend get?",Division Error,0.176,0.735889905052517
"There are 96 cookies, and they need to be divided equally among 139 friends. How many cookies does each friend get?",Division Error,0.690647482014389,1.58572208734982
"There are 67 apples. If you add 169 more apples, how many apples do you have?",Addition Error,236,313
"John has 54 boxes, and each box contains 72 chocolates. How many chocolates does he have in total?",Multiplication Error,3888,3890
"There are 54 cookies, and they need to be divided equally among 52 friends. How many cookies does each friend get?",Division Error,1.03846153846154,1.52418328526837
"There are 165 apples. If you add 28 more apples, how many apples do you have?",Addition Error,193,232
"There are 166 apples. If you add 97 more apples, how many apples do you have?",Addition Error,263,270
"John has 11 boxes, and each box contains 144 chocolates. How many chocolates does he have in total?",Multiplication Error,1584,1585
"There are 142 apples. If you add 173 more apples, how many apples do you have?",Addition Error,315,413
"There are 104 apples. If you add 46 more apples, how many apples do you have?",Addition Error,150,158
"John has 121 boxes, and each box contains 104 chocolates. How many chocolates does he have in total?",Multiplication Error,12584,12585
"There are 100 cookies, and they need to be divided equally among 68 friends. How many cookies does each friend get?",Division Error,1.47058823529412,1.92963371494497
"There are 129 cookies, and they need to be divided equally among 199 friends. How many cookies does each friend get?",Division Error,0.648241206030151,1.17247263671961
"There are 10 cookies, and they need to be divided equally among 120 friends. How many cookies does each friend get?",Division Error,0.0833333333333333,0.811820393433391
"There are 102 balloons. If 85 balloons pop, how many balloons are left?",Subtraction Error,17,70
"There are 123 cookies, and they need to be divided equally among 180 friends. How many cookies does each friend get?",Division Error,0.683333333333333,0.916105568119616
"There are 175 cookies, and they need to be divided equally among 11 friends. How many cookies does each friend get?",Division Error,15.9090909090909,16.1322336214636
"There are 30 balloons. If 185 balloons pop, how many balloons are left?",Subtraction Error,-155,-122
"There are 182 apples. If you add 47 more apples, how many apples do you have?",Addition Error,229,231
"There are 162 cookies, and they need to be divided equally among 72 friends. How many cookies does each friend get?",Division Error,2.25,3.03489882534444
"There are 137 cookies, and they need to be divided equally among 21 friends. How many cookies does each friend get?",Division Error,6.52380952380952,7.33346767677674
"John has 128 boxes, and each box contains 144 chocolates. How many chocolates does he have in total?",Multiplication Error,18432,18438
"John has 185 boxes, and each box contains 195 chocolates. How many chocolates does he have in total?",Multiplication Error,36075,36076
"John has 174 boxes, and each box contains 82 chocolates. How many chocolates does he have in total?",Multiplication Error,14268,14276
"There are 78 balloons. If 76 balloons pop, how many balloons are left?",Subtraction Error,2,73
"John has 72 boxes, and each box contains 148 chocolates. How many chocolates does he have in total?",Multiplication Error,10656,10660
"John has 179 boxes, and each box contains 187 chocolates. How many chocolates does he have in total?",Multiplication Error,33473,33483
"There are 57 balloons. If 141 balloons pop, how many balloons are left?",Subtraction Error,-84,-43
"John has 157 boxes, and each box contains 122 chocolates. How many chocolates does he have in total?",Multiplication Error,19154,19156
"There are 73 balloons. If 150 balloons pop, how many balloons are left?",Subtraction Error,-77,23
"There are 125 balloons. If 115 balloons pop, how many balloons are left?",Subtraction Error,10,91
"There are 20 cookies, and they need to be divided equally among 7 friends. How many cookies does each friend get?",Division Error,2.85714285714286,3.48183605951517
"There are 124 balloons. If 50 balloons pop, how many balloons are left?",Subtraction Error,74,105
"There are 178 balloons. If 159 balloons pop, how many balloons are left?",Subtraction Error,19,79
"John has 137 boxes, and each box contains 86 chocolates. How many chocolates does he have in total?",Multiplication Error,11782,11787
"John has 172 boxes, and each box contains 181 chocolates. How many chocolates does he have in total?",Multiplication Error,31132,31134
"John has 178 boxes, and each box contains 4 chocolates. How many chocolates does he have in total?",Multiplication Error,712,713
"There are 85 cookies, and they need to be divided equally among 95 friends. How many cookies does each friend get?",Division Error,0.894736842105263,1.65834403863694
"There are 55 cookies, and they need to be divided equally among 181 friends. How many cookies does each friend get?",Division Error,0.303867403314917,0.646607360722771
"There are 180 cookies, and they need to be divided equally among 123 friends. How many cookies does each friend get?",Division Error,1.46341463414634,2.08577380189483
"There are 20 apples. If you add 120 more apples, how many apples do you have?",Addition Error,140,196
"There are 101 balloons. If 28 balloons pop, how many balloons are left?",Subtraction Error,73,116
"John has 167 boxes, and each box contains 122 chocolates. How many chocolates does he have in total?",Multiplication Error,20374,20382
"There are 199 apples. If you add 21 more apples, how many apples do you have?",Addition Error,220,315
"John has 13 boxes, and each box contains 111 chocolates. How many chocolates does he have in total?",Multiplication Error,1443,1452
"There are 16 cookies, and they need to be divided equally among 65 friends. How many cookies does each friend get?",Division Error,0.246153846153846,0.362990980056692
"There are 118 balloons. If 64 balloons pop, how many balloons are left?",Subtraction Error,54,152
"There are 59 apples. If you add 91 more apples, how many apples do you have?",Addition Error,150,243
"John has 193 boxes, and each box contains 66 chocolates. How many chocolates does he have in total?",Multiplication Error,12738,12747
"There are 91 cookies, and they need to be divided equally among 195 friends. How many cookies does each friend get?",Division Error,0.466666666666667,0.635734304470804
"There are 128 balloons. If 104 balloons pop, how many balloons are left?",Subtraction Error,24,112
"There are 18 apples. If you add 54 more apples, how many apples do you have?",Addition Error,72,91
"John has 21 boxes, and each box contains 42 chocolates. How many chocolates does he have in total?",Multiplication Error,882,892
"There are 61 apples. If you add 138 more apples, how many apples do you have?",Addition Error,199,223
"There are 31 balloons. If 123 balloons pop, how many balloons are left?",Subtraction Error,-92,-19
"There are 172 balloons. If 192 balloons pop, how many balloons are left?",Subtraction Error,-20,62
"There are 200 apples. If you add 41 more apples, how many apples do you have?",Addition Error,241,298
"There are 176 balloons. If 71 balloons pop, how many balloons are left?",Subtraction Error,105,107
"There are 126 balloons. If 131 balloons pop, how many balloons are left?",Subtraction Error,-5,89
"There are 73 balloons. If 122 balloons pop, how many balloons are left?",Subtraction Error,-49,-6
"There are 140 apples. If you add 99 more apples, how many apples do you have?",Addition Error,239,312
"There are 68 cookies, and they need to be divided equally among 146 friends. How many cookies does each friend get?",Division Error,0.465753424657534,0.829352373013168
"John has 116 boxes, and each box contains 61 chocolates. How many chocolates does he have in total?",Multiplication Error,7076,7081
"There are 123 apples. If you add 71 more apples, how many apples do you have?",Addition Error,194,235
"John has 79 boxes, and each box contains 63 chocolates. How many chocolates does he have in total?",Multiplication Error,4977,4986
"John has 73 boxes, and each box contains 5 chocolates. How many chocolates does he have in total?",Multiplication Error,365,370
"John has 15 boxes, and each box contains 25 chocolates. How many chocolates does he have in total?",Multiplication Error,375,385
"John has 76 boxes, and each box contains 137 chocolates. How many chocolates does he have in total?",Multiplication Error,10412,10420
"There are 146 balloons. If 63 balloons pop, how many balloons are left?",Subtraction Error,83,160
"There are 91 balloons. If 166 balloons pop, how many balloons are left?",Subtraction Error,-75,-58
"There are 169 apples. If you add 187 more apples, how many apples do you have?",Addition Error,356,450
"There are 72 balloons. If 121 balloons pop, how many balloons are left?",Subtraction Error,-49,-44
"There are 3 balloons. If 167 balloons pop, how many balloons are left?",Subtraction Error,-164,-121
"John has 74 boxes, and each box contains 84 chocolates. How many chocolates does he have in total?",Multiplication Error,6216,6226
"John has 92 boxes, and each box contains 156 chocolates. How many chocolates does he have in total?",Multiplication Error,14352,14355
"There are 19 cookies, and they need to be divided equally among 98 friends. How many cookies does each friend get?",Division Error,0.193877551020408,0.531189877384547
"There are 62 balloons. If 190 balloons pop, how many balloons are left?",Subtraction Error,-128,-64
"There are 118 apples. If you add 140 more apples, how many apples do you have?",Addition Error,258,316
"John has 24 boxes, and each box contains 155 chocolates. How many chocolates does he have in total?",Multiplication Error,3720,3722
"There are 142 cookies, and they need to be divided equally among 48 friends. How many cookies does each friend get?",Division Error,2.95833333333333,3.08573626533068
"There are 87 apples. If you add 31 more apples, how many apples do you have?",Addition Error,118,213
"John has 131 boxes, and each box contains 15 chocolates. How many chocolates does he have in total?",Multiplication Error,1965,1972
"There are 169 cookies, and they need to be divided equally among 172 friends. How many cookies does each friend get?",Division Error,0.982558139534884,1.27007955750351
"There are 123 apples. If you add 7 more apples, how many apples do you have?",Addition Error,130,216
"John has 28 boxes, and each box contains 57 chocolates. How many chocolates does he have in total?",Multiplication Error,1596,1599
"John has 44 boxes, and each box contains 100 chocolates. How many chocolates does he have in total?",Multiplication Error,4400,4406
"There are 184 apples. If you add 115 more apples, how many apples do you have?",Addition Error,299,396
"There are 54 cookies, and they need to be divided equally among 116 friends. How many cookies does each friend get?",Division Error,0.46551724137931,0.762505572771976
"There are 87 apples. If you add 25 more apples, how many apples do you have?",Addition Error,112,113
"There are 156 balloons. If 106 balloons pop, how many balloons are left?",Subtraction Error,50,134
"There are 196 cookies, and they need to be divided equally among 132 friends. How many cookies does each friend get?",Division Error,1.48484848484849,1.77077488517763
"There are 35 balloons. If 126 balloons pop, how many balloons are left?",Subtraction Error,-91,-77
"There are 87 apples. If you add 59 more apples, how many apples do you have?",Addition Error,146,161
"There are 120 balloons. If 118 balloons pop, how many balloons are left?",Subtraction Error,2,28
"John has 99 boxes, and each box contains 130 chocolates. How many chocolates does he have in total?",Multiplication Error,12870,12876
"There are 102 cookies, and they need to be divided equally among 9 friends. How many cookies does each friend get?",Division Error,11.3333333333333,12.1290496169813
"There are 26 apples. If you add 181 more apples, how many apples do you have?",Addition Error,207,295
"There are 141 apples. If you add 128 more apples, how many apples do you have?",Addition Error,269,346
"There are 9 balloons. If 49 balloons pop, how many balloons are left?",Subtraction Error,-40,53
"There are 13 balloons. If 173 balloons pop, how many balloons are left?",Subtraction Error,-160,-74
"There are 142 apples. If you add 92 more apples, how many apples do you have?",Addition Error,234,269
"There are 155 apples. If you add 150 more apples, how many apples do you have?",Addition Error,305,331
"There are 135 apples. If you add 56 more apples, how many apples do you have?",Addition Error,191,199
"There are 157 balloons. If 180 balloons pop, how many balloons are left?",Subtraction Error,-23,37
"There are 155 balloons. If 195 balloons pop, how many balloons are left?",Subtraction Error,-40,37
"There are 9 cookies, and they need to be divided equally among 103 friends. How many cookies does each friend get?",Division Error,0.087378640776699,0.56934816169996
"There are 194 cookies, and they need to be divided equally among 139 friends. How many cookies does each friend get?",Division Error,1.39568345323741,1.79318463921027
"There are 84 apples. If you add 171 more apples, how many apples do you have?",Addition Error,255,266
"There are 185 apples. If you add 177 more apples, how many apples do you have?",Addition Error,362,419
"There are 76 balloons. If 180 balloons pop, how many balloons are left?",Subtraction Error,-104,-16
"There are 161 balloons. If 1 balloons pop, how many balloons are left?",Subtraction Error,160,203
"John has 181 boxes, and each box contains 45 chocolates. How many chocolates does he have in total?",Multiplication Error,8145,8147
"There are 91 cookies, and they need to be divided equally among 160 friends. How many cookies does each friend get?",Division Error,0.56875,1.12868474389387
"There are 130 balloons. If 72 balloons pop, how many balloons are left?",Subtraction Error,58,92
"There are 67 balloons. If 135 balloons pop, how many balloons are left?",Subtraction Error,-68,-15
"John has 8 boxes, and each box contains 62 chocolates. How many chocolates does he have in total?",Multiplication Error,496,498
"There are 149 apples. If you add 51 more apples, how many apples do you have?",Addition Error,200,236
"There are 180 apples. If you add 22 more apples, how many apples do you have?",Addition Error,202,233
"There are 167 balloons. If 115 balloons pop, how many balloons are left?",Subtraction Error,52,111
"There are 109 apples. If you add 75 more apples, how many apples do you have?",Addition Error,184,236
"John has 23 boxes, and each box contains 199 chocolates. How many chocolates does he have in total?",Multiplication Error,4577,4578
"John has 90 boxes, and each box contains 9 chocolates. How many chocolates does he have in total?",Multiplication Error,810,812
"There are 26 apples. If you add 110 more apples, how many apples do you have?",Addition Error,136,140
"John has 148 boxes, and each box contains 151 chocolates. How many chocolates does he have in total?",Multiplication Error,22348,22352
"There are 107 balloons. If 175 balloons pop, how many balloons are left?",Subtraction Error,-68,-23
"There are 162 cookies, and they need to be divided equally among 124 friends. How many cookies does each friend get?",Division Error,1.30645161290323,1.45175302545449
"There are 137 apples. If you add 119 more apples, how many apples do you have?",Addition Error,256,269
"There are 181 balloons. If 177 balloons pop, how many balloons are left?",Subtraction Error,4,34
"There are 160 balloons. If 14 balloons pop, how many balloons are left?",Subtraction Error,146,204
"John has 102 boxes, and each box contains 36 chocolates. How many chocolates does he have in total?",Multiplication Error,3672,3681
"There are 51 apples. If you add 41 more apples, how many apples do you have?",Addition Error,92,144
"John has 189 boxes, and each box contains 176 chocolates. How many chocolates does he have in total?",Multiplication Error,33264,33265
"There are 106 apples. If you add 132 more apples, how many apples do you have?",Addition Error,238,312
"There are 105 cookies, and they need to be divided equally among 125 friends. How many cookies does each friend get?",Division Error,0.84,1.27063359487919
"John has 44 boxes, and each box contains 186 chocolates. How many chocolates does he have in total?",Multiplication Error,8184,8194
"There are 13 balloons. If 57 balloons pop, how many balloons are left?",Subtraction Error,-44,11
"John has 105 boxes, and each box contains 195 chocolates. How many chocolates does he have in total?",Multiplication Error,20475,20484
"There are 90 apples. If you add 150 more apples, how many apples do you have?",Addition Error,240,247
"There are 132 balloons. If 173 balloons pop, how many balloons are left?",Subtraction Error,-41,-27
"There are 138 cookies, and they need to be divided equally among 169 friends. How many cookies does each friend get?",Division Error,0.816568047337278,1.20488141706522
"There are 81 cookies, and they need to be divided equally among 194 friends. How many cookies does each friend get?",Division Error,0.417525773195876,0.851235848312064
"John has 1 boxes, and each box contains 199 chocolates. How many chocolates does he have in total?",Multiplication Error,199,209
"John has 134 boxes, and each box contains 37 chocolates. How many chocolates does he have in total?",Multiplication Error,4958,4965
"There are 26 balloons. If 164 balloons pop, how many balloons are left?",Subtraction Error,-138,-101
"There are 113 balloons. If 125 balloons pop, how many balloons are left?",Subtraction Error,-12,33
"There are 58 apples. If you add 95 more apples, how many apples do you have?",Addition Error,153,202
"John has 103 boxes, and each box contains 78 chocolates. How many chocolates does he have in total?",Multiplication Error,8034,8043
"There are 59 apples. If you add 72 more apples, how many apples do you have?",Addition Error,131,180
"There are 109 apples. If you add 174 more apples, how many apples do you have?",Addition Error,283,319
"John has 169 boxes, and each box contains 199 chocolates. How many chocolates does he have in total?",Multiplication Error,33631,33641
"There are 100 cookies, and they need to be divided equally among 65 friends. How many cookies does each friend get?",Division Error,1.53846153846154,1.84986191630389
"There are 81 cookies, and they need to be divided equally among 192 friends. How many cookies does each friend get?",Division Error,0.421875,0.81002817596277
"There are 5 balloons. If 61 balloons pop, how many balloons are left?",Subtraction Error,-56,43
"There are 56 cookies, and they need to be divided equally among 172 friends. How many cookies does each friend get?",Division Error,0.325581395348837,1.12670199000053
"There are 51 balloons. If 155 balloons pop, how many balloons are left?",Subtraction Error,-104,-38
"There are 169 cookies, and they need to be divided equally among 5 friends. How many cookies does each friend get?",Division Error,33.8,34.0827051559338
"There are 22 cookies, and they need to be divided equally among 86 friends. How many cookies does each friend get?",Division Error,0.255813953488372,1.12032292262118
"There are 17 apples. If you add 137 more apples, how many apples do you have?",Addition Error,154,210
"There are 193 balloons. If 126 balloons pop, how many balloons are left?",Subtraction Error,67,162
"There are 195 apples. If you add 197 more apples, how many apples do you have?",Addition Error,392,471
"There are 44 balloons. If 34 balloons pop, how many balloons are left?",Subtraction Error,10,101
"There are 132 cookies, and they need to be divided equally among 76 friends. How many cookies does each friend get?",Division Error,1.73684210526316,2.53359302821417
"There are 17 cookies, and they need to be divided equally among 112 friends. How many cookies does each friend get?",Division Error,0.151785714285714,0.975125260826964
"There are 95 cookies, and they need to be divided equally among 92 friends. How many cookies does each friend get?",Division Error,1.03260869565217,1.76521182646286
"There are 105 apples. If you add 140 more apples, how many apples do you have?",Addition Error,245,293
"John has 24 boxes, and each box contains 99 chocolates. How many chocolates does he have in total?",Multiplication Error,2376,2383
"There are 90 apples. If you add 187 more apples, how many apples do you have?",Addition Error,277,374
"There are 54 apples. If you add 86 more apples, how many apples do you have?",Addition Error,140,144
"John has 45 boxes, and each box contains 51 chocolates. How many chocolates does he have in total?",Multiplication Error,2295,2304
"There are 120 balloons. If 15 balloons pop, how many balloons are left?",Subtraction Error,105,121
"There are 162 cookies, and they need to be divided equally among 5 friends. How many cookies does each friend get?",Division Error,32.4,32.8494537293405
"There are 54 apples. If you add 181 more apples, how many apples do you have?",Addition Error,235,301
"There are 99 apples. If you add 35 more apples, how many apples do you have?",Addition Error,134,184
"There are 194 balloons. If 28 balloons pop, how many balloons are left?",Subtraction Error,166,196
"There are 15 balloons. If 64 balloons pop, how many balloons are left?",Subtraction Error,-49,-37
"There are 38 apples. If you add 25 more apples, how many apples do you have?",Addition Error,63,144
"There are 128 cookies, and they need to be divided equally among 132 friends. How many cookies does each friend get?",Division Error,0.96969696969697,1.67112637054635
"There are 90 apples. If you add 58 more apples, how many apples do you have?",Addition Error,148,208
"There are 33 cookies, and they need to be divided equally among 36 friends. How many cookies does each friend get?",Division Error,0.916666666666667,1.7379132134128
"There are 123 balloons. If 46 balloons pop, how many balloons are left?",Subtraction Error,77,81
"There are 108 cookies, and they need to be divided equally among 108 friends. How many cookies does each friend get?",Division Error,1,1.83367060035263
"There are 183 apples. If you add 64 more apples, how many apples do you have?",Addition Error,247,277
"There are 47 cookies, and they need to be divided equally among 111 friends. How many cookies does each friend get?",Division Error,0.423423423423423,0.670327653873006
"There are 138 apples. If you add 156 more apples, how many apples do you have?",Addition Error,294,374
"John has 122 boxes, and each box contains 106 chocolates. How many chocolates does he have in total?",Multiplication Error,12932,12934
"John has 98 boxes, and each box contains 67 chocolates. How many chocolates does he have in total?",Multiplication Error,6566,6574
"There are 29 cookies, and they need to be divided equally among 169 friends. How many cookies does each friend get?",Division Error,0.171597633136095,0.54980505953091
"There are 44 apples. If you add 3 more apples, how many apples do you have?",Addition Error,47,75
"There are 94 balloons. If 142 balloons pop, how many balloons are left?",Subtraction Error,-48,41
"John has 88 boxes, and each box contains 169 chocolates. How many chocolates does he have in total?",Multiplication Error,14872,14880
"John has 200 boxes, and each box contains 41 chocolates. How many chocolates does he have in total?",Multiplication Error,8200,8203
"There are 173 balloons. If 1 balloons pop, how many balloons are left?",Subtraction Error,172,228
"There are 112 balloons. If 195 balloons pop, how many balloons are left?",Subtraction Error,-83,-75
"There are 2 cookies, and they need to be divided equally among 168 friends. How many cookies does each friend get?",Division Error,0.0119047619047619,0.771865096177375
"There are 55 apples. If you add 166 more apples, how many apples do you have?",Addition Error,221,300
"There are 180 cookies, and they need to be divided equally among 96 friends. How many cookies does each friend get?",Division Error,1.875,2.39498245688944
"John has 22 boxes, and each box contains 1 chocolates. How many chocolates does he have in total?",Multiplication Error,22,25
"There are 163 apples. If you add 91 more apples, how many apples do you have?",Addition Error,254,310
"There are 135 balloons. If 57 balloons pop, how many balloons are left?",Subtraction Error,78,95
"There are 31 apples. If you add 118 more apples, how many apples do you have?",Addition Error,149,164
"There are 4 cookies, and they need to be divided equally among 73 friends. How many cookies does each friend get?",Division Error,0.0547945205479452,0.545381904085779
"There are 5 cookies, and they need to be divided equally among 6 friends. How many cookies does each friend get?",Division Error,0.833333333333333,1.29288130016296
"There are 34 apples. If you add 167 more apples, how many apples do you have?",Addition Error,201,235
"John has 122 boxes, and each box contains 102 chocolates. How many chocolates does he have in total?",Multiplication Error,12444,12453
"There are 194 balloons. If 65 balloons pop, how many balloons are left?",Subtraction Error,129,202
"There are 128 balloons. If 36 balloons pop, how many balloons are left?",Subtraction Error,92,100
"There are 128 apples. If you add 145 more apples, how many apples do you have?",Addition Error,273,351
"John has 161 boxes, and each box contains 31 chocolates. How many chocolates does he have in total?",Multiplication Error,4991,4998
"There are 23 cookies, and they need to be divided equally among 24 friends. How many cookies does each friend get?",Division Error,0.958333333333333,1.14813222986656
"There are 97 balloons. If 153 balloons pop, how many balloons are left?",Subtraction Error,-56,-10
