Problem,Error Type,Correct Answer,Incorrect Answer
"There are 18 cookies, and they need to be divided equally among 3 friends. How many cookies does each friend get?",Division Error,6,6.80675203192852
"There are 3 balloons. If 2 balloons pop, how many balloons are left?",Subtraction Error,1,5
"There are 4 balloons. If 8 balloons pop, how many balloons are left?",Subtraction Error,-4,-1
"There are 14 cookies, and they need to be divided equally among 10 friends. How many cookies does each friend get?",Division Error,1.4,2.15642105341702
"John has 3 boxes, and each box contains 9 chocolates. How many chocolates does he have in total?",Multiplication Error,27,33
"There are 8 balloons. If 8 balloons pop, how many balloons are left?",Subtraction Error,0,2
"There are 7 balloons. If 4 balloons pop, how many balloons are left?",Subtraction Error,3,13
"There are 16 apples. If you add 7 more apples, how many apples do you have?",Addition Error,23,33
"John has 11 boxes, and each box contains 3 chocolates. How many chocolates does he have in total?",Multiplication Error,33,38
"John has 1 boxes, and each box contains 3 chocolates. How many chocolates does he have in total?",Multiplication Error,3,9
"There are 7 cookies, and they need to be divided equally among 9 friends. How many cookies does each friend get?",Division Error,0.777777777777778,1.33881061675492
"There are 14 apples. If you add 10 more apples, how many apples do you have?",Addition Error,24,30
"John has 5 boxes, and each box contains 1 chocolates. How many chocolates does he have in total?",Multiplication Error,5,11
"John has 6 boxes, and each box contains 7 chocolates. How many chocolates does he have in total?",Multiplication Error,42,43
"John has 2 boxes, and each box contains 6 chocolates. How many chocolates does he have in total?",Multiplication Error,12,17
"There are 7 apples. If you add 9 more apples, how many apples do you have?",Addition Error,16,20
"There are 2 apples. If you add 4 more apples, how many apples do you have?",Addition Error,6,9
"There are 13 apples. If you add 1 more apples, how many apples do you have?",Addition Error,14,24
"There are 4 apples. If you add 2 more apples, how many apples do you have?",Addition Error,6,9
"John has 17 boxes, and each box contains 9 chocolates. How many chocolates does he have in total?",Multiplication Error,153,154
"John has 20 boxes, and each box contains 10 chocolates. How many chocolates does he have in total?",Multiplication Error,200,207
"There are 19 balloons. If 10 balloons pop, how many balloons are left?",Subtraction Error,9,14
"John has 9 boxes, and each box contains 10 chocolates. How many chocolates does he have in total?",Multiplication Error,90,93
"There are 19 apples. If you add 4 more apples, how many apples do you have?",Addition Error,23,32
"There are 2 apples. If you add 6 more apples, how many apples do you have?",Addition Error,8,13
"John has 3 boxes, and each box contains 1 chocolates. How many chocolates does he have in total?",Multiplication Error,3,10
"There are 8 cookies, and they need to be divided equally among 1 friends. How many cookies does each friend get?",Division Error,8,8.66650508690735
"There are 5 cookies, and they need to be divided equally among 6 friends. How many cookies does each friend get?",Division Error,0.833333333333333,1.37486744070963
"There are 8 cookies, and they need to be divided equally among 7 friends. How many cookies does each friend get?",Division Error,1.14285714285714,1.93064305364628
"There are 1 cookies, and they need to be divided equally among 1 friends. How many cookies does each friend get?",Division Error,1,1.69479361289529
"There are 1 apples. If you add 9 more apples, how many apples do you have?",Addition Error,10,11
"There are 13 cookies, and they need to be divided equally among 9 friends. How many cookies does each friend get?",Division Error,1.44444444444444,1.93975540590233
"John has 2 boxes, and each box contains 8 chocolates. How many chocolates does he have in total?",Multiplication Error,16,22
"There are 6 cookies, and they need to be divided equally among 8 friends. How many cookies does each friend get?",Division Error,0.75,1.10447572122303
"There are 20 apples. If you add 6 more apples, how many apples do you have?",Addition Error,26,27
"John has 18 boxes, and each box contains 2 chocolates. How many chocolates does he have in total?",Multiplication Error,36,45
"John has 8 boxes, and each box contains 5 chocolates. How many chocolates does he have in total?",Multiplication Error,40,50
"There are 16 apples. If you add 10 more apples, how many apples do you have?",Addition Error,26,32
"There are 2 cookies, and they need to be divided equally among 6 friends. How many cookies does each friend get?",Division Error,0.333333333333333,1.20581489648844
"There are 15 apples. If you add 9 more apples, how many apples do you have?",Addition Error,24,33
"John has 18 boxes, and each box contains 9 chocolates. How many chocolates does he have in total?",Multiplication Error,162,163
"John has 8 boxes, and each box contains 4 chocolates. How many chocolates does he have in total?",Multiplication Error,32,35
"There are 13 balloons. If 10 balloons pop, how many balloons are left?",Subtraction Error,3,11
"There are 13 balloons. If 1 balloons pop, how many balloons are left?",Subtraction Error,12,16
"There are 15 cookies, and they need to be divided equally among 7 friends. How many cookies does each friend get?",Division Error,2.14285714285714,3.01431967237351
"There are 13 apples. If you add 8 more apples, how many apples do you have?",Addition Error,21,29
"There are 15 apples. If you add 3 more apples, how many apples do you have?",Addition Error,18,19
"There are 10 apples. If you add 1 more apples, how many apples do you have?",Addition Error,11,17
"There are 6 balloons. If 2 balloons pop, how many balloons are left?",Subtraction Error,4,14
"There are 12 balloons. If 2 balloons pop, how many balloons are left?",Subtraction Error,10,16
"John has 17 boxes, and each box contains 10 chocolates. How many chocolates does he have in total?",Multiplication Error,170,174
"There are 16 cookies, and they need to be divided equally among 2 friends. How many cookies does each friend get?",Division Error,8,8.25483917176445
"John has 19 boxes, and each box contains 3 chocolates. How many chocolates does he have in total?",Multiplication Error,57,64
"There are 8 cookies, and they need to be divided equally among 8 friends. How many cookies does each friend get?",Division Error,1,1.82983258546587
"John has 8 boxes, and each box contains 7 chocolates. How many chocolates does he have in total?",Multiplication Error,56,58
"There are 18 balloons. If 6 balloons pop, how many balloons are left?",Subtraction Error,12,22
"There are 3 cookies, and they need to be divided equally among 1 friends. How many cookies does each friend get?",Division Error,3,3.33198521348503
"There are 14 cookies, and they need to be divided equally among 1 friends. How many cookies does each friend get?",Division Error,14,14.1162947621978
"There are 6 apples. If you add 4 more apples, how many apples do you have?",Addition Error,10,12
"There are 14 cookies, and they need to be divided equally among 2 friends. How many cookies does each friend get?",Division Error,7,7.3693958639936
"There are 10 balloons. If 10 balloons pop, how many balloons are left?",Subtraction Error,0,8
"There are 1 cookies, and they need to be divided equally among 10 friends. How many cookies does each friend get?",Division Error,0.1,0.585391496970389
"There are 7 apples. If you add 8 more apples, how many apples do you have?",Addition Error,15,21
"John has 3 boxes, and each box contains 7 chocolates. How many chocolates does he have in total?",Multiplication Error,21,25
"There are 11 cookies, and they need to be divided equally among 7 friends. How many cookies does each friend get?",Division Error,1.57142857142857,1.97867651262755
"There are 10 balloons. If 4 balloons pop, how many balloons are left?",Subtraction Error,6,16
"There are 20 apples. If you add 9 more apples, how many apples do you have?",Addition Error,29,34
"There are 17 apples. If you add 7 more apples, how many apples do you have?",Addition Error,24,27
"There are 20 apples. If you add 10 more apples, how many apples do you have?",Addition Error,30,37
"There are 13 balloons. If 3 balloons pop, how many balloons are left?",Subtraction Error,10,15
"There are 8 balloons. If 6 balloons pop, how many balloons are left?",Subtraction Error,2,9
"John has 16 boxes, and each box contains 1 chocolates. How many chocolates does he have in total?",Multiplication Error,16,26
"There are 17 apples. If you add 7 more apples, how many apples do you have?",Addition Error,24,31
"There are 8 balloons. If 2 balloons pop, how many balloons are left?",Subtraction Error,6,15
"There are 14 cookies, and they need to be divided equally among 8 friends. How many cookies does each friend get?",Division Error,1.75,2.06289294181621
"John has 17 boxes, and each box contains 3 chocolates. How many chocolates does he have in total?",Multiplication Error,51,59
"There are 17 apples. If you add 4 more apples, how many apples do you have?",Addition Error,21,23
"There are 5 cookies, and they need to be divided equally among 3 friends. How many cookies does each friend get?",Division Error,1.66666666666667,1.82978227304375
"John has 9 boxes, and each box contains 3 chocolates. How many chocolates does he have in total?",Multiplication Error,27,29
"John has 20 boxes, and each box contains 10 chocolates. How many chocolates does he have in total?",Multiplication Error,200,208
"There are 17 cookies, and they need to be divided equally among 9 friends. How many cookies does each friend get?",Division Error,1.88888888888889,2.4156690428078
"There are 4 apples. If you add 7 more apples, how many apples do you have?",Addition Error,11,18
"There are 3 balloons. If 8 balloons pop, how many balloons are left?",Subtraction Error,-5,-3
"There are 20 apples. If you add 5 more apples, how many apples do you have?",Addition Error,25,30
"There are 2 cookies, and they need to be divided equally among 9 friends. How many cookies does each friend get?",Division Error,0.222222222222222,0.445840332591171
"John has 14 boxes, and each box contains 4 chocolates. How many chocolates does he have in total?",Multiplication Error,56,61
"There are 12 cookies, and they need to be divided equally among 3 friends. How many cookies does each friend get?",Division Error,4,4.25562250672823
"There are 18 cookies, and they need to be divided equally among 2 friends. How many cookies does each friend get?",Division Error,9,9.60473614995158
"There are 14 cookies, and they need to be divided equally among 8 friends. How many cookies does each friend get?",Division Error,1.75,1.99315879406908
"There are 15 cookies, and they need to be divided equally among 5 friends. How many cookies does each friend get?",Division Error,3,3.69541647561244
"John has 19 boxes, and each box contains 2 chocolates. How many chocolates does he have in total?",Multiplication Error,38,45
"John has 17 boxes, and each box contains 7 chocolates. How many chocolates does he have in total?",Multiplication Error,119,122
"There are 19 balloons. If 10 balloons pop, how many balloons are left?",Subtraction Error,9,17
"John has 11 boxes, and each box contains 8 chocolates. How many chocolates does he have in total?",Multiplication Error,88,98
"There are 11 balloons. If 4 balloons pop, how many balloons are left?",Subtraction Error,7,9
"There are 12 apples. If you add 2 more apples, how many apples do you have?",Addition Error,14,22
"John has 20 boxes, and each box contains 7 chocolates. How many chocolates does he have in total?",Multiplication Error,140,144
"There are 3 apples. If you add 3 more apples, how many apples do you have?",Addition Error,6,12
"There are 1 balloons. If 3 balloons pop, how many balloons are left?",Subtraction Error,-2,7
"There are 4 balloons. If 5 balloons pop, how many balloons are left?",Subtraction Error,-1,8
"There are 5 cookies, and they need to be divided equally among 2 friends. How many cookies does each friend get?",Division Error,2.5,3.18654930416512
"There are 2 cookies, and they need to be divided equally among 6 friends. How many cookies does each friend get?",Division Error,0.333333333333333,0.655031455030268
"There are 9 balloons. If 5 balloons pop, how many balloons are left?",Subtraction Error,4,8
"There are 10 balloons. If 1 balloons pop, how many balloons are left?",Subtraction Error,9,16
"There are 10 balloons. If 10 balloons pop, how many balloons are left?",Subtraction Error,0,10
"John has 8 boxes, and each box contains 8 chocolates. How many chocolates does he have in total?",Multiplication Error,64,74
"John has 1 boxes, and each box contains 3 chocolates. How many chocolates does he have in total?",Multiplication Error,3,10
"There are 2 balloons. If 4 balloons pop, how many balloons are left?",Subtraction Error,-2,4
"John has 19 boxes, and each box contains 4 chocolates. How many chocolates does he have in total?",Multiplication Error,76,79
"There are 3 apples. If you add 5 more apples, how many apples do you have?",Addition Error,8,18
"John has 6 boxes, and each box contains 5 chocolates. How many chocolates does he have in total?",Multiplication Error,30,38
"John has 6 boxes, and each box contains 4 chocolates. How many chocolates does he have in total?",Multiplication Error,24,29
"John has 8 boxes, and each box contains 1 chocolates. How many chocolates does he have in total?",Multiplication Error,8,10
"There are 19 balloons. If 8 balloons pop, how many balloons are left?",Subtraction Error,11,18
"There are 18 cookies, and they need to be divided equally among 2 friends. How many cookies does each friend get?",Division Error,9,9.80057613600722
"There are 17 apples. If you add 5 more apples, how many apples do you have?",Addition Error,22,29
"John has 14 boxes, and each box contains 7 chocolates. How many chocolates does he have in total?",Multiplication Error,98,102
"John has 13 boxes, and each box contains 7 chocolates. How many chocolates does he have in total?",Multiplication Error,91,94
"There are 2 cookies, and they need to be divided equally among 2 friends. How many cookies does each friend get?",Division Error,1,1.2659483688403
"There are 3 cookies, and they need to be divided equally among 4 friends. How many cookies does each friend get?",Division Error,0.75,1.6057531409474
"There are 6 cookies, and they need to be divided equally among 7 friends. How many cookies does each friend get?",Division Error,0.857142857142857,1.73860048825829
"John has 10 boxes, and each box contains 8 chocolates. How many chocolates does he have in total?",Multiplication Error,80,85
"There are 14 cookies, and they need to be divided equally among 1 friends. How many cookies does each friend get?",Division Error,14,14.3575309325925
"There are 6 cookies, and they need to be divided equally among 9 friends. How many cookies does each friend get?",Division Error,0.666666666666667,1.30039366174742
"John has 5 boxes, and each box contains 9 chocolates. How many chocolates does he have in total?",Multiplication Error,45,46
"There are 14 balloons. If 2 balloons pop, how many balloons are left?",Subtraction Error,12,13
"There are 15 apples. If you add 4 more apples, how many apples do you have?",Addition Error,19,25
"There are 12 cookies, and they need to be divided equally among 7 friends. How many cookies does each friend get?",Division Error,1.71428571428571,2.16297451138229
"There are 16 apples. If you add 7 more apples, how many apples do you have?",Addition Error,23,24
"There are 17 apples. If you add 8 more apples, how many apples do you have?",Addition Error,25,27
"There are 18 apples. If you add 5 more apples, how many apples do you have?",Addition Error,23,33
"There are 14 apples. If you add 3 more apples, how many apples do you have?",Addition Error,17,26
"There are 20 cookies, and they need to be divided equally among 3 friends. How many cookies does each friend get?",Division Error,6.66666666666667,6.93449142929019
"There are 19 balloons. If 6 balloons pop, how many balloons are left?",Subtraction Error,13,17
"There are 3 apples. If you add 4 more apples, how many apples do you have?",Addition Error,7,17
"There are 7 apples. If you add 6 more apples, how many apples do you have?",Addition Error,13,23
"John has 14 boxes, and each box contains 3 chocolates. How many chocolates does he have in total?",Multiplication Error,42,48
"There are 11 apples. If you add 9 more apples, how many apples do you have?",Addition Error,20,24
"John has 5 boxes, and each box contains 4 chocolates. How many chocolates does he have in total?",Multiplication Error,20,23
"There are 15 balloons. If 7 balloons pop, how many balloons are left?",Subtraction Error,8,13
"There are 20 apples. If you add 1 more apples, how many apples do you have?",Addition Error,21,22
"There are 8 cookies, and they need to be divided equally among 7 friends. How many cookies does each friend get?",Division Error,1.14285714285714,1.69264680432712
"There are 18 balloons. If 6 balloons pop, how many balloons are left?",Subtraction Error,12,17
"There are 9 apples. If you add 9 more apples, how many apples do you have?",Addition Error,18,27
"John has 1 boxes, and each box contains 6 chocolates. How many chocolates does he have in total?",Multiplication Error,6,15
"There are 3 balloons. If 6 balloons pop, how many balloons are left?",Subtraction Error,-3,6
"There are 14 apples. If you add 2 more apples, how many apples do you have?",Addition Error,16,20
"There are 7 cookies, and they need to be divided equally among 10 friends. How many cookies does each friend get?",Division Error,0.7,1.22745390929532
"There are 20 balloons. If 10 balloons pop, how many balloons are left?",Subtraction Error,10,15
"There are 2 cookies, and they need to be divided equally among 10 friends. How many cookies does each friend get?",Division Error,0.2,0.848300733731484
"There are 3 apples. If you add 4 more apples, how many apples do you have?",Addition Error,7,15
"There are 14 apples. If you add 1 more apples, how many apples do you have?",Addition Error,15,22
"There are 13 balloons. If 3 balloons pop, how many balloons are left?",Subtraction Error,10,14
"John has 19 boxes, and each box contains 7 chocolates. How many chocolates does he have in total?",Multiplication Error,133,141
"There are 6 balloons. If 10 balloons pop, how many balloons are left?",Subtraction Error,-4,-2
"There are 17 apples. If you add 2 more apples, how many apples do you have?",Addition Error,19,20
"There are 6 apples. If you add 1 more apples, how many apples do you have?",Addition Error,7,15
"There are 2 balloons. If 4 balloons pop, how many balloons are left?",Subtraction Error,-2,8
"There are 10 cookies, and they need to be divided equally among 1 friends. How many cookies does each friend get?",Division Error,10,10.58218784142
"John has 17 boxes, and each box contains 10 chocolates. How many chocolates does he have in total?",Multiplication Error,170,173
"There are 20 apples. If you add 5 more apples, how many apples do you have?",Addition Error,25,27
"John has 6 boxes, and each box contains 8 chocolates. How many chocolates does he have in total?",Multiplication Error,48,56
"There are 9 cookies, and they need to be divided equally among 5 friends. How many cookies does each friend get?",Division Error,1.8,2.23131919794286
"John has 8 boxes, and each box contains 5 chocolates. How many chocolates does he have in total?",Multiplication Error,40,44
"There are 5 cookies, and they need to be divided equally among 1 friends. How many cookies does each friend get?",Division Error,5,5.74656349079215
"There are 1 balloons. If 6 balloons pop, how many balloons are left?",Subtraction Error,-5,4
"There are 7 apples. If you add 6 more apples, how many apples do you have?",Addition Error,13,18
"John has 2 boxes, and each box contains 5 chocolates. How many chocolates does he have in total?",Multiplication Error,10,16
"There are 14 cookies, and they need to be divided equally among 6 friends. How many cookies does each friend get?",Division Error,2.33333333333333,3.22530238616766
"There are 5 balloons. If 6 balloons pop, how many balloons are left?",Subtraction Error,-1,4
"There are 14 balloons. If 6 balloons pop, how many balloons are left?",Subtraction Error,8,10
"There are 16 balloons. If 3 balloons pop, how many balloons are left?",Subtraction Error,13,19
"There are 8 cookies, and they need to be divided equally among 6 friends. How many cookies does each friend get?",Division Error,1.33333333333333,1.49305816734392
"There are 19 cookies, and they need to be divided equally among 10 friends. How many cookies does each friend get?",Division Error,1.9,2.18128681979932
"There are 14 balloons. If 3 balloons pop, how many balloons are left?",Subtraction Error,11,17
"There are 2 balloons. If 1 balloons pop, how many balloons are left?",Subtraction Error,1,10
"There are 16 balloons. If 5 balloons pop, how many balloons are left?",Subtraction Error,11,14
"There are 15 cookies, and they need to be divided equally among 4 friends. How many cookies does each friend get?",Division Error,3.75,3.92035171633571
"John has 10 boxes, and each box contains 5 chocolates. How many chocolates does he have in total?",Multiplication Error,50,60
"There are 12 apples. If you add 3 more apples, how many apples do you have?",Addition Error,15,25
"There are 8 apples. If you add 2 more apples, how many apples do you have?",Addition Error,10,12
"There are 5 apples. If you add 2 more apples, how many apples do you have?",Addition Error,7,10
"John has 7 boxes, and each box contains 7 chocolates. How many chocolates does he have in total?",Multiplication Error,49,50
"John has 9 boxes, and each box contains 3 chocolates. How many chocolates does he have in total?",Multiplication Error,27,36
"There are 14 balloons. If 10 balloons pop, how many balloons are left?",Subtraction Error,4,8
"There are 13 apples. If you add 3 more apples, how many apples do you have?",Addition Error,16,22
"There are 18 balloons. If 6 balloons pop, how many balloons are left?",Subtraction Error,12,22
"There are 4 cookies, and they need to be divided equally among 9 friends. How many cookies does each friend get?",Division Error,0.444444444444444,0.675578457154884
"There are 4 apples. If you add 3 more apples, how many apples do you have?",Addition Error,7,13
"There are 5 cookies, and they need to be divided equally among 9 friends. How many cookies does each friend get?",Division Error,0.555555555555556,0.669834357854665
"John has 2 boxes, and each box contains 9 chocolates. How many chocolates does he have in total?",Multiplication Error,18,25
"There are 13 balloons. If 5 balloons pop, how many balloons are left?",Subtraction Error,8,18
"There are 15 apples. If you add 3 more apples, how many apples do you have?",Addition Error,18,20
"There are 17 cookies, and they need to be divided equally among 3 friends. How many cookies does each friend get?",Division Error,5.66666666666667,5.82558500486196
"There are 4 cookies, and they need to be divided equally among 9 friends. How many cookies does each friend get?",Division Error,0.444444444444444,0.911317869578512
"There are 10 cookies, and they need to be divided equally among 3 friends. How many cookies does each friend get?",Division Error,3.33333333333333,3.71911136831741
"There are 7 cookies, and they need to be divided equally among 10 friends. How many cookies does each friend get?",Division Error,0.7,1.27387105646799
"There are 11 balloons. If 2 balloons pop, how many balloons are left?",Subtraction Error,9,15
"There are 20 cookies, and they need to be divided equally among 4 friends. How many cookies does each friend get?",Division Error,5,5.5893023894048
"John has 8 boxes, and each box contains 6 chocolates. How many chocolates does he have in total?",Multiplication Error,48,53
"There are 18 apples. If you add 3 more apples, how many apples do you have?",Addition Error,21,28
"There are 15 cookies, and they need to be divided equally among 4 friends. How many cookies does each friend get?",Division Error,3.75,4.21464545499708
"John has 6 boxes, and each box contains 5 chocolates. How many chocolates does he have in total?",Multiplication Error,30,35
"There are 7 balloons. If 1 balloons pop, how many balloons are left?",Subtraction Error,6,12
"There are 14 apples. If you add 8 more apples, how many apples do you have?",Addition Error,22,31
"John has 3 boxes, and each box contains 10 chocolates. How many chocolates does he have in total?",Multiplication Error,30,32
"There are 18 cookies, and they need to be divided equally among 6 friends. How many cookies does each friend get?",Division Error,3,3.38540001676961
"There are 5 balloons. If 10 balloons pop, how many balloons are left?",Subtraction Error,-5,5
"John has 1 boxes, and each box contains 2 chocolates. How many chocolates does he have in total?",Multiplication Error,2,4
"There are 3 balloons. If 5 balloons pop, how many balloons are left?",Subtraction Error,-2,4
"There are 3 cookies, and they need to be divided equally among 5 friends. How many cookies does each friend get?",Division Error,0.6,1.47596710465292
"There are 5 cookies, and they need to be divided equally among 10 friends. How many cookies does each friend get?",Division Error,0.5,0.818315229807113
"John has 1 boxes, and each box contains 1 chocolates. How many chocolates does he have in total?",Multiplication Error,1,10
"There are 18 cookies, and they need to be divided equally among 3 friends. How many cookies does each friend get?",Division Error,6,6.2957382076019
"John has 12 boxes, and each box contains 9 chocolates. How many chocolates does he have in total?",Multiplication Error,108,112
"There are 11 cookies, and they need to be divided equally among 9 friends. How many cookies does each friend get?",Division Error,1.22222222222222,1.3351710341034
"There are 14 apples. If you add 4 more apples, how many apples do you have?",Addition Error,18,28
"John has 16 boxes, and each box contains 6 chocolates. How many chocolates does he have in total?",Multiplication Error,96,102
"There are 5 apples. If you add 3 more apples, how many apples do you have?",Addition Error,8,10
"John has 19 boxes, and each box contains 7 chocolates. How many chocolates does he have in total?",Multiplication Error,133,142
"There are 1 apples. If you add 1 more apples, how many apples do you have?",Addition Error,2,11
"There are 4 apples. If you add 1 more apples, how many apples do you have?",Addition Error,5,6
"There are 19 apples. If you add 1 more apples, how many apples do you have?",Addition Error,20,29
"There are 17 apples. If you add 7 more apples, how many apples do you have?",Addition Error,24,34
"There are 6 cookies, and they need to be divided equally among 9 friends. How many cookies does each friend get?",Division Error,0.666666666666667,1.13611771530867
"There are 17 apples. If you add 8 more apples, how many apples do you have?",Addition Error,25,27
"There are 9 cookies, and they need to be divided equally among 4 friends. How many cookies does each friend get?",Division Error,2.25,2.84774656444979
"John has 4 boxes, and each box contains 6 chocolates. How many chocolates does he have in total?",Multiplication Error,24,30
"There are 1 cookies, and they need to be divided equally among 1 friends. How many cookies does each friend get?",Division Error,1,1.63287852961472
"There are 15 apples. If you add 5 more apples, how many apples do you have?",Addition Error,20,24
"There are 3 balloons. If 7 balloons pop, how many balloons are left?",Subtraction Error,-4,3
"There are 13 balloons. If 9 balloons pop, how many balloons are left?",Subtraction Error,4,12
"There are 6 cookies, and they need to be divided equally among 7 friends. How many cookies does each friend get?",Division Error,0.857142857142857,1.53168317242706
"There are 2 balloons. If 6 balloons pop, how many balloons are left?",Subtraction Error,-4,3
"There are 17 apples. If you add 2 more apples, how many apples do you have?",Addition Error,19,29
"There are 10 apples. If you add 9 more apples, how many apples do you have?",Addition Error,19,20
"There are 11 balloons. If 4 balloons pop, how many balloons are left?",Subtraction Error,7,17
"There are 2 apples. If you add 8 more apples, how many apples do you have?",Addition Error,10,13
"There are 13 balloons. If 2 balloons pop, how many balloons are left?",Subtraction Error,11,16
"There are 2 balloons. If 5 balloons pop, how many balloons are left?",Subtraction Error,-3,0
"There are 1 balloons. If 3 balloons pop, how many balloons are left?",Subtraction Error,-2,0
"There are 14 balloons. If 8 balloons pop, how many balloons are left?",Subtraction Error,6,9
"There are 1 cookies, and they need to be divided equally among 2 friends. How many cookies does each friend get?",Division Error,0.5,1.12829341893
"There are 8 balloons. If 9 balloons pop, how many balloons are left?",Subtraction Error,-1,5
"There are 1 cookies, and they need to be divided equally among 3 friends. How many cookies does each friend get?",Division Error,0.333333333333333,0.498055823297786
"There are 9 apples. If you add 3 more apples, how many apples do you have?",Addition Error,12,14
"There are 14 balloons. If 5 balloons pop, how many balloons are left?",Subtraction Error,9,12
"There are 10 cookies, and they need to be divided equally among 9 friends. How many cookies does each friend get?",Division Error,1.11111111111111,1.34259660290073
"There are 8 cookies, and they need to be divided equally among 4 friends. How many cookies does each friend get?",Division Error,2,2.87173037515763
"John has 1 boxes, and each box contains 9 chocolates. How many chocolates does he have in total?",Multiplication Error,9,12
"There are 6 apples. If you add 4 more apples, how many apples do you have?",Addition Error,10,14
"There are 8 cookies, and they need to be divided equally among 7 friends. How many cookies does each friend get?",Division Error,1.14285714285714,1.80955769181834
"There are 3 apples. If you add 6 more apples, how many apples do you have?",Addition Error,9,10
"There are 12 apples. If you add 9 more apples, how many apples do you have?",Addition Error,21,24
"There are 19 apples. If you add 5 more apples, how many apples do you have?",Addition Error,24,27
"There are 20 apples. If you add 1 more apples, how many apples do you have?",Addition Error,21,27
"There are 6 apples. If you add 3 more apples, how many apples do you have?",Addition Error,9,12
"John has 9 boxes, and each box contains 5 chocolates. How many chocolates does he have in total?",Multiplication Error,45,50
"There are 16 balloons. If 1 balloons pop, how many balloons are left?",Subtraction Error,15,16
"There are 2 cookies, and they need to be divided equally among 10 friends. How many cookies does each friend get?",Division Error,0.2,0.492298257075826
"There are 17 balloons. If 3 balloons pop, how many balloons are left?",Subtraction Error,14,15
"There are 20 balloons. If 10 balloons pop, how many balloons are left?",Subtraction Error,10,18
"John has 14 boxes, and each box contains 10 chocolates. How many chocolates does he have in total?",Multiplication Error,140,143
"John has 8 boxes, and each box contains 6 chocolates. How many chocolates does he have in total?",Multiplication Error,48,55
"There are 20 balloons. If 9 balloons pop, how many balloons are left?",Subtraction Error,11,16
"There are 9 apples. If you add 10 more apples, how many apples do you have?",Addition Error,19,24
"John has 18 boxes, and each box contains 2 chocolates. How many chocolates does he have in total?",Multiplication Error,36,42
"John has 18 boxes, and each box contains 6 chocolates. How many chocolates does he have in total?",Multiplication Error,108,113
"There are 12 apples. If you add 5 more apples, how many apples do you have?",Addition Error,17,24
"There are 9 balloons. If 4 balloons pop, how many balloons are left?",Subtraction Error,5,10
"John has 8 boxes, and each box contains 7 chocolates. How many chocolates does he have in total?",Multiplication Error,56,66
"There are 17 balloons. If 3 balloons pop, how many balloons are left?",Subtraction Error,14,18
"John has 8 boxes, and each box contains 10 chocolates. How many chocolates does he have in total?",Multiplication Error,80,88
"There are 3 cookies, and they need to be divided equally among 4 friends. How many cookies does each friend get?",Division Error,0.75,0.946305792562013
"There are 12 apples. If you add 4 more apples, how many apples do you have?",Addition Error,16,18
"John has 20 boxes, and each box contains 6 chocolates. How many chocolates does he have in total?",Multiplication Error,120,124
"There are 19 cookies, and they need to be divided equally among 9 friends. How many cookies does each friend get?",Division Error,2.11111111111111,2.84179729445041
"There are 1 apples. If you add 4 more apples, how many apples do you have?",Addition Error,5,11
"There are 2 balloons. If 5 balloons pop, how many balloons are left?",Subtraction Error,-3,3
"There are 8 balloons. If 10 balloons pop, how many balloons are left?",Subtraction Error,-2,1
"There are 13 balloons. If 6 balloons pop, how many balloons are left?",Subtraction Error,7,15
"John has 5 boxes, and each box contains 6 chocolates. How many chocolates does he have in total?",Multiplication Error,30,39
"John has 2 boxes, and each box contains 7 chocolates. How many chocolates does he have in total?",Multiplication Error,14,22
"There are 6 apples. If you add 5 more apples, how many apples do you have?",Addition Error,11,20
"John has 5 boxes, and each box contains 10 chocolates. How many chocolates does he have in total?",Multiplication Error,50,51
"There are 16 apples. If you add 3 more apples, how many apples do you have?",Addition Error,19,27
"There are 12 cookies, and they need to be divided equally among 1 friends. How many cookies does each friend get?",Division Error,12,12.7293885721348
"There are 5 balloons. If 10 balloons pop, how many balloons are left?",Subtraction Error,-5,5
"There are 17 apples. If you add 9 more apples, how many apples do you have?",Addition Error,26,33
"There are 16 cookies, and they need to be divided equally among 1 friends. How many cookies does each friend get?",Division Error,16,16.456126749394
"There are 19 balloons. If 7 balloons pop, how many balloons are left?",Subtraction Error,12,17
"John has 1 boxes, and each box contains 10 chocolates. How many chocolates does he have in total?",Multiplication Error,10,15
"There are 11 cookies, and they need to be divided equally among 4 friends. How many cookies does each friend get?",Division Error,2.75,2.90583894045025
"There are 11 balloons. If 5 balloons pop, how many balloons are left?",Subtraction Error,6,8
"John has 2 boxes, and each box contains 3 chocolates. How many chocolates does he have in total?",Multiplication Error,6,16
"There are 6 apples. If you add 5 more apples, how many apples do you have?",Addition Error,11,15
"John has 4 boxes, and each box contains 9 chocolates. How many chocolates does he have in total?",Multiplication Error,36,41
"John has 2 boxes, and each box contains 1 chocolates. How many chocolates does he have in total?",Multiplication Error,2,11
"There are 19 balloons. If 3 balloons pop, how many balloons are left?",Subtraction Error,16,17
"There are 20 cookies, and they need to be divided equally among 7 friends. How many cookies does each friend get?",Division Error,2.85714285714286,3.52086741489033
"There are 2 apples. If you add 5 more apples, how many apples do you have?",Addition Error,7,16
"There are 7 balloons. If 1 balloons pop, how many balloons are left?",Subtraction Error,6,15
"There are 14 apples. If you add 8 more apples, how many apples do you have?",Addition Error,22,23
"There are 12 balloons. If 7 balloons pop, how many balloons are left?",Subtraction Error,5,13
"There are 1 balloons. If 7 balloons pop, how many balloons are left?",Subtraction Error,-6,4
